DataID,RefID,Reviewer,Salt_Iontype_Conductivity,Measurement,Units_salt_concentration_original,SaltUnits,Minimum_concentration_original,Maximum_concentration_original,Rate of change in salt (if applicaple),Temperature,TempSingleValue/Min,TempMax,TempPlusMinus,MeasurementNotes,TempNotes,Minimum_concentration_original_num,Maximum_concentration_original_num,Min_Conductivity_uScm,Max_Conductivity_uScm,Min_Concentration_ppm,Max_Concentration_ppm,Min_salinity_psu,Max_salinity_psu,Min_salinity_ppm,Max_salinity_ppm
2887,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2888,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2889,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2890,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2891,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2892,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2893,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2894,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2895,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2896,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2897,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2898,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2899,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2900,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2901,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,2000,NA,26 - 28,26,28,NA,NA,NA,100,2000,100,2000,NA,NA,NA,NA,NA,NA
2902,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2903,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2904,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2905,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2906,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2907,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2908,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2909,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2910,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,50,2000,NA,26 - 28,26,28,NA,NA,NA,50,2000,50,2000,NA,NA,NA,NA,NA,NA
2911,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2912,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2913,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,65,5000,NA,26 - 28,26,28,NA,NA,NA,65,5000,65,5000,NA,NA,NA,NA,NA,NA
2914,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2915,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2916,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2917,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2918,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2919,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,50,2000,NA,26 - 28,26,28,NA,NA,NA,50,2000,50,2000,NA,NA,NA,NA,NA,NA
2920,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2921,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2922,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2923,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2924,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2925,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2926,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2927,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,50,2000,NA,26 - 28,26,28,NA,NA,NA,50,2000,50,2000,NA,NA,NA,NA,NA,NA
2928,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2929,327,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,100,1000,NA,26 - 28,26,28,NA,NA,NA,100,1000,100,1000,NA,NA,NA,NA,NA,NA
2930,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2931,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2932,328,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,137,1185,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,137,1185,137,1185,NA,NA,NA,NA,NA,NA
2933,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2934,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2935,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2936,328,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,137,1185,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,137,1185,137,1185,NA,NA,NA,NA,NA,NA
2937,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2938,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2939,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2940,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2941,328,Rich,calcium,Ca2+,mg/L,mg/L,55,191,NA,10.2 - 24.3,10.2,24.3,NA,NA,NA,55,191,NA,NA,55,191,NA,NA,NA,NA
2942,329,Sally,Specific Conductance,Specific Conductance,uS/cm,µS/cm,297,587,NA,24.75-27.45,24.75,27.45,NA,NA,NA,297,587,297,587,NA,NA,NA,NA,NA,NA
2943,329,Sally,Specific Conductance,Specific Conductance,uS/cm,µS/cm,297,587,NA,24.75-27.45,24.75,27.45,NA,NA,NA,297,587,297,587,NA,NA,NA,NA,NA,NA
2944,330,Paul,total ions,total ions,mg/l,mg/L,35,451,NA,NA,NA,NA,NA,NA,NA,35,451,22.75,293.15000000000003,35,451,NA,NA,NA,NA
2945,330,Paul,total ions,total ions,mg/l,mg/L,35,451,NA,NA,NA,NA,NA,NA,NA,35,451,22.75,293.15000000000003,35,451,NA,NA,NA,NA
2946,331,Jo,Specific Conductance,Specific Conductance,uS/cm,µS/cm,44.47,92.8,NA,23-27,23,27,NA,NA,NA,44.47,92.8,44.47,92.8,NA,NA,NA,NA,NA,NA
2947,331,Jo,Specific Conductance,Specific Conductance,uS/cm,µS/cm,44.47,92.8,NA,23-27,23,27,NA,NA,NA,44.47,92.8,44.47,92.8,NA,NA,NA,NA,NA,NA
2948,331,Jo,Specific Conductance,Specific Conductance,uS/cm,µS/cm,44.47,92.8,NA,23-27,23,27,NA,NA,NA,44.47,92.8,44.47,92.8,NA,NA,NA,NA,NA,NA
2949,331,Jo,Specific Conductance,Specific Conductance,uS/cm,µS/cm,44.47,92.8,NA,23-27,23,27,NA,NA,NA,44.47,92.8,44.47,92.8,NA,NA,NA,NA,NA,NA
2950,331,Jo,Specific Conductance,Specific Conductance,uS/cm,µS/cm,44.47,92.8,NA,23-27,23,27,NA,NA,NA,44.47,92.8,44.47,92.8,NA,NA,NA,NA,NA,NA
2951,331,Jo,Specific Conductance,Specific Conductance,uS/cm,µS/cm,44.47,92.8,NA,23-27,23,27,NA,NA,NA,44.47,92.8,44.47,92.8,NA,NA,NA,NA,NA,NA
2952,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,651,NA,20,20,NA,NA,NA,NA,15,651,NA,NA,15,651,NA,NA,NA,NA
2953,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2954,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,614,NA,20,20,NA,NA,NA,NA,11,614,NA,NA,11,614,NA,NA,NA,NA
2955,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,651,NA,20,20,NA,NA,NA,NA,15,651,NA,NA,15,651,NA,NA,NA,NA
2956,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2957,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2958,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,614,NA,20,20,NA,NA,NA,NA,11,614,NA,NA,11,614,NA,NA,NA,NA
2959,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2960,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2961,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,618,NA,20,20,NA,NA,NA,NA,11,618,NA,NA,11,618,NA,NA,NA,NA
2962,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,632,NA,20,20,NA,NA,NA,NA,11,632,NA,NA,11,632,NA,NA,NA,NA
2963,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,632,NA,20,20,NA,NA,NA,NA,11,632,NA,NA,11,632,NA,NA,NA,NA
2964,332,Carl,KCl,KCl,mg K / L,mg/L,1.1,103,NA,23,23,NA,NA,NA,NA,1.1,103,NA,NA,1.1,103,NA,NA,NA,NA
2965,332,Carl,KCl,KCl,mg K / L,mg/L,1.1,103,NA,23,23,NA,NA,NA,NA,1.1,103,NA,NA,1.1,103,NA,NA,NA,NA
2966,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2967,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,618,NA,20,20,NA,NA,NA,NA,11,618,NA,NA,11,618,NA,NA,NA,NA
2968,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2969,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2970,332,Carl,KCl,KCl,mg K / L,mg/L,1.1,103,NA,23,23,NA,NA,NA,NA,1.1,103,NA,NA,1.1,103,NA,NA,NA,NA
2971,332,Carl,KCl,KCl,mg K / L,mg/L,1.1,103,NA,23,23,NA,NA,NA,NA,1.1,103,NA,NA,1.1,103,NA,NA,NA,NA
2972,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,632,NA,20,20,NA,NA,NA,NA,11,632,NA,NA,11,632,NA,NA,NA,NA
2973,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,651,NA,20,20,NA,NA,NA,NA,15,651,NA,NA,15,651,NA,NA,NA,NA
2974,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,618,NA,20,20,NA,NA,NA,NA,11,618,NA,NA,11,618,NA,NA,NA,NA
2975,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,632,NA,20,20,NA,NA,NA,NA,11,632,NA,NA,11,632,NA,NA,NA,NA
2976,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2977,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2978,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,614,NA,20,20,NA,NA,NA,NA,11,614,NA,NA,11,614,NA,NA,NA,NA
2979,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2980,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,632,NA,20,20,NA,NA,NA,NA,11,632,NA,NA,11,632,NA,NA,NA,NA
2981,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,632,NA,20,20,NA,NA,NA,NA,11,632,NA,NA,11,632,NA,NA,NA,NA
2982,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2983,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,651,NA,20,20,NA,NA,NA,NA,15,651,NA,NA,15,651,NA,NA,NA,NA
2984,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,618,NA,20,20,NA,NA,NA,NA,11,618,NA,NA,11,618,NA,NA,NA,NA
2985,332,Carl,KCl,KCl,mg K / L,mg/L,1.1,103,NA,23,23,NA,NA,NA,NA,1.1,103,NA,NA,1.1,103,NA,NA,NA,NA
2986,332,Carl,KCl,KCl,mg K / L,mg/L,1.1,103,NA,23,23,NA,NA,NA,NA,1.1,103,NA,NA,1.1,103,NA,NA,NA,NA
2987,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2988,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2989,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,614,NA,20,20,NA,NA,NA,NA,11,614,NA,NA,11,614,NA,NA,NA,NA
2990,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2991,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,651,NA,20,20,NA,NA,NA,NA,15,651,NA,NA,15,651,NA,NA,NA,NA
2992,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,618,NA,20,20,NA,NA,NA,NA,11,618,NA,NA,11,618,NA,NA,NA,NA
2993,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,614,NA,20,20,NA,NA,NA,NA,11,614,NA,NA,11,614,NA,NA,NA,NA
2994,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2995,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2996,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2997,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
2998,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,632,NA,20,20,NA,NA,NA,NA,11,632,NA,NA,11,632,NA,NA,NA,NA
2999,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,632,NA,20,20,NA,NA,NA,NA,11,632,NA,NA,11,632,NA,NA,NA,NA
3000,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
3001,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,651,NA,20,20,NA,NA,NA,NA,15,651,NA,NA,15,651,NA,NA,NA,NA
3002,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,618,NA,20,20,NA,NA,NA,NA,11,618,NA,NA,11,618,NA,NA,NA,NA
3003,332,Carl,KCl,KCl,mg K / L,mg/L,1.1,103,NA,23,23,NA,NA,NA,NA,1.1,103,NA,NA,1.1,103,NA,NA,NA,NA
3004,332,Carl,KCl,KCl,mg K / L,mg/L,1.1,103,NA,23,23,NA,NA,NA,NA,1.1,103,NA,NA,1.1,103,NA,NA,NA,NA
3005,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
3006,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,15,676,NA,23,23,NA,NA,NA,NA,15,676,NA,NA,15,676,NA,NA,NA,NA
3007,332,Carl,NaCl,NaCl,mg Cl / L,mg/L,11,614,NA,20,20,NA,NA,NA,NA,11,614,NA,NA,11,614,NA,NA,NA,NA
3008,333,Carl,potassium,K+,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3009,333,Carl,magnesium,Mg3+,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3010,333,Carl,chloride,Cl-,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3011,333,Carl,sulfate,SO4 2-,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3012,333,Carl,Bicarbonate,HCO3-,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3013,333,Carl,potassium,K+,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3014,333,Carl,magnesium,Mg3+,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3015,333,Carl,chloride,Cl-,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3016,333,Carl,sulfate,SO4 2-,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3017,333,Carl,Bicarbonate,HCO3-,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3018,333,Carl,potassium,K+,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3019,333,Carl,magnesium,Mg3+,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3020,333,Carl,chloride,Cl-,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3021,333,Carl,sulfate,SO4 2-,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3022,333,Carl,Bicarbonate,HCO3-,mg/L,mg/L,220,"10,000.00",NA,25,25,NA,NA,NA,NA,220,NA,NA,NA,220,NA,NA,NA,NA,NA
3023,333,Carl,NaCl,NaCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3024,333,Carl,Na2SO4,Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3025,333,Carl,NaHCO3,NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3026,333,Carl,KCl,KCl,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3027,333,Carl,K2SO4,K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3028,333,Carl,KHCO3,KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3029,333,Carl,CaCl2,CaCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3030,333,Carl,CaSO4,CaSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3031,333,Carl,MgCl2,MgCl2,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3032,333,Carl,MgSO4,MgSO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3033,333,Carl,NaCl/Na2SO4,NaCl/Na2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3034,333,Carl,NaCl/NaHCO3,NaCl/NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3035,333,Carl,Na2SO4/NaHCO3,Na2SO4/NaHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3036,333,Carl,KCl/K2SO4,KCl/K2SO4,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3037,333,Carl,KCl/KHCO53,KCl/KHCO53,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3038,333,Carl,K2SO4/KHCO3,K2SO4/KHCO3,mg/L,mg/L,~220 mg/L TDS (EPA moderately hard reconstituted water),"10,000.00",NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
