DataID,RefID,Reviewer,Salt_Iontype_Conductivity,Measurement,Units_salt_concentration_original,SaltUnits,Minimum_concentration_original,Maximum_concentration_original,Rate of change in salt (if applicaple),Temperature,TempSingleValue/Min,TempMax,TempPlusMinus,MeasurementNotes,TempNotes,Minimum_concentration_original_num,Maximum_concentration_original_num,Min_Conductivity_uScm,Max_Conductivity_uScm,Min_Concentration_ppm,Max_Concentration_ppm,Min_salinity_psu,Max_salinity_psu,Min_salinity_ppm,Max_salinity_ppm
4719,472,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,160,298,NA,12.10 - 31.54,12.10,31.54,NA,NA,NA,160,298,160,298,NA,NA,NA,NA,NA,NA
4720,472,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,160,298,NA,12.10 - 31.54,12.10,31.54,NA,NA,NA,160,298,160,298,NA,NA,NA,NA,NA,NA
4721,473,Rich,mixture (carbonate relationship),mixture (carbonate relationship),mg/L,mg/L,0,24,NA,9 - 28,9,28,NA,NA,NA,0,24,NA,NA,0,24,NA,NA,NA,NA
4722,473,Rich,mixture (carbonate relationship),mixture (carbonate relationship),mg/L,mg/L,0,24,NA,9 - 28,9,28,NA,NA,NA,0,24,NA,NA,0,24,NA,NA,NA,NA
4723,474,Rich,Specific Conductance,Specific Conductance,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1.09,18.6,1090,18600,NA,NA,NA,NA,NA,NA
4724,474,Rich,Specific Conductance,Specific Conductance,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1.09,18.6,1090,18600,NA,NA,NA,NA,NA,NA
4725,474,Rich,Specific Conductance,Specific Conductance,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1.09,18.6,1090,18600,NA,NA,NA,NA,NA,NA
4726,474,Rich,Specific Conductance,Specific Conductance,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1.09,18.6,1090,18600,NA,NA,NA,NA,NA,NA
4727,474,Rich,Specific Conductance,Specific Conductance,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1.09,18.6,1090,18600,NA,NA,NA,NA,NA,NA
4728,474,Rich,Specific Conductance,Specific Conductance,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1.09,18.6,1090,18600,NA,NA,NA,NA,NA,NA
4729,474,Rich,Specific Conductance,Specific Conductance,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1.09,18.6,1090,18600,NA,NA,NA,NA,NA,NA
4730,474,Rich,Specific Conductance,Specific Conductance,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1.09,18.6,1090,18600,NA,NA,NA,NA,NA,NA
4731,474,Rich,Specific Conductance,Specific Conductance,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1.09,18.6,1090,18600,NA,NA,NA,NA,NA,NA
4732,475,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,15,722,NA,13.8-27.3,13.8,27.3,NA,NA,NA,15,722,15,722,NA,NA,NA,NA,NA,NA
4733,475,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,15,722,NA,13.8-27.3,13.8,27.3,NA,NA,NA,15,722,15,722,NA,NA,NA,NA,NA,NA
4734,476,Sally,sodium,Na+,meq/L,meq/L,0.5,50,NA,16.2,16.2,NA,NA,NA,NA,0.5,50,NA,NA,NA,NA,NA,NA,NA,NA
4735,476,Sally,sodium,Na+,meq/L,meq/L,0.5,50,NA,16.2,16.2,NA,NA,NA,NA,0.5,50,NA,NA,NA,NA,NA,NA,NA,NA
4736,476,Sally,sodium,Na+,meq/L,meq/L,0,150,NA,16.2,16.2,NA,NA,NA,NA,0,150,NA,NA,NA,NA,NA,NA,NA,NA
4737,476,Sally,sodium,Na+,meq/L,meq/L,0,150,NA,16.2,16.2,NA,NA,NA,NA,0,150,NA,NA,NA,NA,NA,NA,NA,NA
4738,476,Sally,sodium,Na+,meq/L,meq/L,0,150,NA,16.2,16.2,NA,NA,NA,NA,0,150,NA,NA,NA,NA,NA,NA,NA,NA
4739,476,Sally,sodium,Na+,meq/L,meq/L,0,150,NA,16.2,16.2,NA,NA,NA,NA,0,150,NA,NA,NA,NA,NA,NA,NA,NA
4740,476,Sally,sodium,Na+,meq/L,meq/L,0.5,50,NA,16.2,16.2,NA,NA,NA,NA,0.5,50,NA,NA,NA,NA,NA,NA,NA,NA
4741,477,Rich,sodium,Na+,mg/L,mg/L,0,249,NA,25,25,NA,NA,NA,NA,0,249,NA,NA,0,249,NA,NA,NA,NA
4742,477,Rich,potassium,K+,mg/L,mg/L,0,11,NA,25,25,NA,NA,NA,NA,0,11,NA,NA,0,11,NA,NA,NA,NA
4743,477,Rich,sodium,Na+,mg/L,mg/L,0,249,NA,25,25,NA,NA,NA,NA,0,249,NA,NA,0,249,NA,NA,NA,NA
4744,477,Rich,potassium,K+,mg/L,mg/L,0,11,NA,25,25,NA,NA,NA,NA,0,11,NA,NA,0,11,NA,NA,NA,NA
4745,477,Rich,sodium,Na+,mg/L,mg/L,0,249,NA,25,25,NA,NA,NA,NA,0,249,NA,NA,0,249,NA,NA,NA,NA
4746,477,Rich,potassium,K+,mg/L,mg/L,0,11,NA,25,25,NA,NA,NA,NA,0,11,NA,NA,0,11,NA,NA,NA,NA
4747,477,Rich,sodium,Na+,mg/L,mg/L,0,249,NA,25,25,NA,NA,NA,NA,0,249,NA,NA,0,249,NA,NA,NA,NA
4748,477,Rich,potassium,K+,mg/L,mg/L,0,11,NA,25,25,NA,NA,NA,NA,0,11,NA,NA,0,11,NA,NA,NA,NA
4749,477,Rich,sodium,Na+,mg/L,mg/L,0,249,NA,25,25,NA,NA,NA,NA,0,249,NA,NA,0,249,NA,NA,NA,NA
4750,477,Rich,sodium,Na+,mg/L,mg/L,0,249,NA,25,25,NA,NA,NA,NA,0,249,NA,NA,0,249,NA,NA,NA,NA
4751,477,Rich,sodium,Na+,mg/L,mg/L,0,249,NA,25,25,NA,NA,NA,NA,0,249,NA,NA,0,249,NA,NA,NA,NA
4752,477,Rich,sodium,Na+,mg/L,mg/L,0,249,NA,25,25,NA,NA,NA,NA,0,249,NA,NA,0,249,NA,NA,NA,NA
4753,477,Rich,potassium,K+,mg/L,mg/L,0,11,NA,25,25,NA,NA,NA,NA,0,11,NA,NA,0,11,NA,NA,NA,NA
4754,477,Rich,potassium,K+,mg/L,mg/L,0,11,NA,25,25,NA,NA,NA,NA,0,11,NA,NA,0,11,NA,NA,NA,NA
4755,477,Rich,potassium,K+,mg/L,mg/L,0,11,NA,25,25,NA,NA,NA,NA,0,11,NA,NA,0,11,NA,NA,NA,NA
4756,477,Rich,potassium,K+,mg/L,mg/L,0,11,NA,25,25,NA,NA,NA,NA,0,11,NA,NA,0,11,NA,NA,NA,NA
4757,478,Lucy,Specific Conductance,Specific Conductance,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400,220,42400,NA,NA,NA,NA,NA,NA
4758,478,Lucy,Specific Conductance,Specific Conductance,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400,220,42400,NA,NA,NA,NA,NA,NA
4759,478,Lucy,Specific Conductance,Specific Conductance,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400,220,42400,NA,NA,NA,NA,NA,NA
4760,478,Lucy,Specific Conductance,Specific Conductance,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400,220,42400,NA,NA,NA,NA,NA,NA
4761,478,Lucy,Specific Conductance,Specific Conductance,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400,220,42400,NA,NA,NA,NA,NA,NA
4762,478,Lucy,Specific Conductance,Specific Conductance,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400,220,42400,NA,NA,NA,NA,NA,NA
4763,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,9,31,NA,28,28,NA,NA,NA,NA,9,31,NA,NA,9,31,NA,NA,NA,NA
4764,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,36,316,NA,28,28,NA,NA,NA,NA,36,316,NA,NA,36,316,NA,NA,NA,NA
4765,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,34,326,NA,28,28,NA,NA,NA,NA,34,326,NA,NA,34,326,NA,NA,NA,NA
4766,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,53,320,NA,28,28,NA,NA,NA,NA,53,320,NA,NA,53,320,NA,NA,NA,NA
4767,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,36,316,NA,28,28,NA,NA,NA,NA,36,316,NA,NA,36,316,NA,NA,NA,NA
4768,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,34,326,NA,28,28,NA,NA,NA,NA,34,326,NA,NA,34,326,NA,NA,NA,NA
4769,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,53,320,NA,28,28,NA,NA,NA,NA,53,320,NA,NA,53,320,NA,NA,NA,NA
4770,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,36,316,NA,28,28,NA,NA,NA,NA,36,316,NA,NA,36,316,NA,NA,NA,NA
4771,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,34,326,NA,28,28,NA,NA,NA,NA,34,326,NA,NA,34,326,NA,NA,NA,NA
4772,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,53,320,NA,28,28,NA,NA,NA,NA,53,320,NA,NA,53,320,NA,NA,NA,NA
4773,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,9,31,NA,28,28,NA,NA,NA,NA,9,31,NA,NA,9,31,NA,NA,NA,NA
4774,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,9,31,NA,28,28,NA,NA,NA,NA,9,31,NA,NA,9,31,NA,NA,NA,NA
4775,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,36,316,NA,28,28,NA,NA,NA,NA,36,316,NA,NA,36,316,NA,NA,NA,NA
4776,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,34,326,NA,28,28,NA,NA,NA,NA,34,326,NA,NA,34,326,NA,NA,NA,NA
4777,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,53,320,NA,28,28,NA,NA,NA,NA,53,320,NA,NA,53,320,NA,NA,NA,NA
4778,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,36,316,NA,28,28,NA,NA,NA,NA,36,316,NA,NA,36,316,NA,NA,NA,NA
4779,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,53,320,NA,28,28,NA,NA,NA,NA,53,320,NA,NA,53,320,NA,NA,NA,NA
4780,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,53,320,NA,28,28,NA,NA,NA,NA,53,320,NA,NA,53,320,NA,NA,NA,NA
4781,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,53,320,NA,28,28,NA,NA,NA,NA,53,320,NA,NA,53,320,NA,NA,NA,NA
4782,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,36,316,NA,28,28,NA,NA,NA,NA,36,316,NA,NA,36,316,NA,NA,NA,NA
4783,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,34,326,NA,28,28,NA,NA,NA,NA,34,326,NA,NA,34,326,NA,NA,NA,NA
4784,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,36,316,NA,28,28,NA,NA,NA,NA,36,316,NA,NA,36,316,NA,NA,NA,NA
4785,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,9,31,NA,28,28,NA,NA,NA,NA,9,31,NA,NA,9,31,NA,NA,NA,NA
4786,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,9,31,NA,28,28,NA,NA,NA,NA,9,31,NA,NA,9,31,NA,NA,NA,NA
4787,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,9,31,NA,28,28,NA,NA,NA,NA,9,31,NA,NA,9,31,NA,NA,NA,NA
4788,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,9,31,NA,28,28,NA,NA,NA,NA,9,31,NA,NA,9,31,NA,NA,NA,NA
4789,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,36,316,NA,28,28,NA,NA,NA,NA,36,316,NA,NA,36,316,NA,NA,NA,NA
4790,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,53,320,NA,28,28,NA,NA,NA,NA,53,320,NA,NA,53,320,NA,NA,NA,NA
4791,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,34,326,NA,28,28,NA,NA,NA,NA,34,326,NA,NA,34,326,NA,NA,NA,NA
4792,479,Jo,calcium carbonate,CaCO3,mg/L,mg/L,9,31,NA,28,28,NA,NA,NA,NA,9,31,NA,NA,9,31,NA,NA,NA,NA
4793,480,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925,734,925,NA,NA,NA,NA,NA,NA
4794,480,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925,734,925,NA,NA,NA,NA,NA,NA
4795,480,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925,734,925,NA,NA,NA,NA,NA,NA
4796,480,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925,734,925,NA,NA,NA,NA,NA,NA
4797,480,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925,734,925,NA,NA,NA,NA,NA,NA
4798,480,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925,734,925,NA,NA,NA,NA,NA,NA
4799,480,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925,734,925,NA,NA,NA,NA,NA,NA
4800,481,Joshua,NaCl,NaCl,mg/L,mg/L,30,1900,NA,20.5 ± 0.2,20.5,NA,0.2,NA,NA,30,1900,NA,NA,30,1900,NA,NA,NA,NA
4801,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4802,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4803,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4804,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4805,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4806,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4807,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4808,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4809,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4810,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4811,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4812,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4813,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4814,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4815,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4816,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4817,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4818,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4819,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4820,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4821,482,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5,23.3,69.5,NA,NA,NA,NA,NA,NA
4822,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4823,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4824,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4825,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4826,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4827,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4828,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4829,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4830,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4831,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4832,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4833,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4834,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4835,483,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,410,437,NA,14-17,14,17,NA,NA,NA,410,437,410,437,NA,NA,NA,NA,NA,NA
4836,484,Rich,salinity,Salinity,ppt,ppt,0.3,22,NA,15,15,NA,NA,NA,NA,0.3,22,459.5238425441799,33698.41511990652,NA,NA,0.3,22,300,22000
4837,484,Rich,salinity,Salinity,ppt,ppt,0.3,22,NA,15,15,NA,NA,NA,NA,0.3,22,459.5238425441799,33698.41511990652,NA,NA,0.3,22,300,22000
4838,484,Rich,salinity,Salinity,ppt,ppt,0.3,22,NA,15,15,NA,NA,NA,NA,0.3,22,459.5238425441799,33698.41511990652,NA,NA,0.3,22,300,22000
4839,484,Rich,salinity,Salinity,ppt,ppt,0.3,22,NA,15,15,NA,NA,NA,NA,0.3,22,459.5238425441799,33698.41511990652,NA,NA,0.3,22,300,22000
4840,484,Rich,salinity,Salinity,ppt,ppt,0.3,22,NA,15,15,NA,NA,NA,NA,0.3,22,459.5238425441799,33698.41511990652,NA,NA,0.3,22,300,22000
4841,485,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,12.47,195.2,NA,18.9-22.2,18.9,22.2,NA,NA,NA,12.47,195.2,12.47,195.2,NA,NA,NA,NA,NA,NA
4842,485,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,12.47,195.2,NA,18.9-22.2,18.9,22.2,NA,NA,NA,12.47,195.2,12.47,195.2,NA,NA,NA,NA,NA,NA
4843,485,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,12.47,195.2,NA,18.9-22.2,18.9,22.2,NA,NA,NA,12.47,195.2,12.47,195.2,NA,NA,NA,NA,NA,NA
4844,485,Rich,Specific Conductance,Specific Conductance,uS/cm,µS/cm,12.47,195.2,NA,18.9-22.2,18.9,22.2,NA,NA,NA,12.47,195.2,12.47,195.2,NA,NA,NA,NA,NA,NA
4845,486,Rich,salinity,Salinity,ppt,ppt,0.6,22.8,NA,16-20,16,20,NA,NA,NA,0.6,22.8,919.0476850883598,34923.81203335767,NA,NA,0.6,22.8,600,22800
4846,487,Rich,CaCO3,CaCO3,mg/L,mg/L,20,60,NA,19.8-32.0,19.8,32,NA,NA,NA,20,60,NA,NA,20,60,NA,NA,NA,NA
4847,487,Rich,CaCO3,CaCO3,mg/L,mg/L,20,60,NA,19.8-32.0,19.8,32,NA,NA,NA,20,60,NA,NA,20,60,NA,NA,NA,NA
4848,487,Rich,CaCO3,CaCO3,mg/L,mg/L,20,60,NA,19.8-32.0,19.8,32,NA,NA,NA,20,60,NA,NA,20,60,NA,NA,NA,NA
4849,487,Rich,CaCO3,CaCO3,mg/L,mg/L,20,60,NA,19.8-32.0,19.8,32,NA,NA,NA,20,60,NA,NA,20,60,NA,NA,NA,NA
4850,487,Rich,CaCO3,CaCO3,mg/L,mg/L,20,60,NA,19.8-32.0,19.8,32,NA,NA,NA,20,60,NA,NA,20,60,NA,NA,NA,NA
4851,487,Rich,CaCO3,CaCO3,mg/L,mg/L,20,60,NA,19.8-32.0,19.8,32,NA,NA,NA,20,60,NA,NA,20,60,NA,NA,NA,NA
4852,487,Rich,CaCO3,CaCO3,mg/L,mg/L,20,60,NA,19.8-32.0,19.8,32,NA,NA,NA,20,60,NA,NA,20,60,NA,NA,NA,NA
4853,488,Rich,nitrate,NO3-,mg/L,mg/L,0.52,1.75,NA,NA,NA,NA,NA,NA,NA,0.52,1.75,NA,NA,0.52,1.75,NA,NA,NA,NA
4854,488,Rich,nitrate,NO3-,mg/L,mg/L,0.52,1.75,NA,NA,NA,NA,NA,NA,NA,0.52,1.75,NA,NA,0.52,1.75,NA,NA,NA,NA
4855,488,Rich,nitrate,NO3-,mg/L,mg/L,0.52,1.75,NA,NA,NA,NA,NA,NA,NA,0.52,1.75,NA,NA,0.52,1.75,NA,NA,NA,NA
4856,488,Rich,nitrate,NO3-,mg/L,mg/L,0.52,1.75,NA,NA,NA,NA,NA,NA,NA,0.52,1.75,NA,NA,0.52,1.75,NA,NA,NA,NA
4857,488,Rich,nitrate,NO3-,mg/L,mg/L,0.52,1.75,NA,NA,NA,NA,NA,NA,NA,0.52,1.75,NA,NA,0.52,1.75,NA,NA,NA,NA
4858,488,Rich,nitrate,NO3-,mg/L,mg/L,0.52,1.75,NA,NA,NA,NA,NA,NA,NA,0.52,1.75,NA,NA,0.52,1.75,NA,NA,NA,NA
4859,488,Rich,nitrate,NO3-,mg/L,mg/L,0.52,1.75,NA,NA,NA,NA,NA,NA,NA,0.52,1.75,NA,NA,0.52,1.75,NA,NA,NA,NA
4860,488,Rich,nitrate,NO3-,mg/L,mg/L,0.52,1.75,NA,NA,NA,NA,NA,NA,NA,0.52,1.75,NA,NA,0.52,1.75,NA,NA,NA,NA
4861,488,Rich,nitrate,NO3-,mg/L,mg/L,0.52,1.75,NA,NA,NA,NA,NA,NA,NA,0.52,1.75,NA,NA,0.52,1.75,NA,NA,NA,NA
4862,489,Abigail,NaCl,NaCl,mg/L,mg/L,0,100,NA,17-30,17,30,NA,NA,NA,0,100,NA,NA,0,100,NA,NA,NA,NA
4863,489,Abigail,NaCl,NaCl,mg/L,mg/L,0,100,NA,17-30,17,30,NA,NA,NA,0,100,NA,NA,0,100,NA,NA,NA,NA
4864,489,Abigail,NaCl,NaCl,mg/L,mg/L,0,100,NA,17-30,17,30,NA,NA,NA,0,100,NA,NA,0,100,NA,NA,NA,NA
4865,490,Rich,salinity,Salinity,ppt,ppt,0.4,20.8,NA,19,19,NA,NA,NA,NA,0.4,20.8,612.6984567255732,31860.31974972981,NA,NA,0.4,20.8,400,20800
4866,490,Rich,salinity,Salinity,ppt,ppt,0.4,20.8,NA,19,19,NA,NA,NA,NA,0.4,20.8,612.6984567255732,31860.31974972981,NA,NA,0.4,20.8,400,20800
4867,491,Abigail,natural seawater,Natural Seawater,ppt,ppt,0,25,2.667,20,20,NA,NA,NA,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA
4868,491,Abigail,natural seawater,Natural Seawater,ppt,ppt,0,25,2.667,20,20,NA,NA,NA,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA
4869,491,Abigail,natural seawater,Natural Seawater,ppt,ppt,0,25,2.667,20,20,NA,NA,NA,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA
4870,491,Abigail,natural seawater,Natural Seawater,ppt,ppt,0,25,2.667,20,20,NA,NA,NA,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA
4871,491,Abigail,natural seawater,Natural Seawater,ppt,ppt,0,25,2.667,20,20,NA,NA,NA,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA
