RefID,Reviewer,RW_conductivity_check,Focal: Salt/Ion type (if known) OR Conductivity,Measurement,Units for salt concentration_original,SaltUnits,Minimum concentration_original,Maximum concentration_original,Rate of change in salt (if applicaple),Temperature (C),TempSingleValue/Min,TempMax,TempPlusMinus,MeasurementNotes,TempNotes,min.cond.corr.uScm,max.cond.corr.uScm
417,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,500,30000,NA,15 - 30,15,30,NA,NA,NA,500,30000
418,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,232,22836,NA,NA,NA,NA,NA,NA,NA,232,22836
418,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,232,22836,NA,NA,NA,NA,NA,NA,NA,232,22836
418,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,232,22836,NA,NA,NA,NA,NA,NA,NA,232,22836
418,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,232,22836,NA,NA,NA,NA,NA,NA,NA,232,22836
418,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,232,22836,NA,NA,NA,NA,NA,NA,NA,232,22836
418,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,232,22836,NA,NA,NA,NA,NA,NA,NA,232,22836
418,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,232,22836,NA,NA,NA,NA,NA,NA,NA,232,22836
419,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,48.4,247,NA,13 - 30,13,30,NA,NA,NA,48400,247000
419,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,48.4,247,NA,13 - 30,13,30,NA,NA,NA,48400,247000
419,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,48.4,247,NA,13 - 30,13,30,NA,NA,NA,48400,247000
419,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,48.4,247,NA,13 - 30,13,30,NA,NA,NA,48400,247000
419,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,48.4,247,NA,13 - 30,13,30,NA,NA,NA,48400,247000
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
421,Abigail,specific conductivity,Conductivity,Conductivity,ug/L,Âµg/L,178,903,NA,23,23,NA,NA,NA,NA,NA,NA
424,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,750,NA,25.9-32.7,25.9,32.7,NA,NA,NA,200,750
424,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,750,NA,25.9-32.7,25.9,32.7,NA,NA,NA,200,750
424,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,750,NA,25.9-32.7,25.9,32.7,NA,NA,NA,200,750
424,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,750,NA,25.9-32.7,25.9,32.7,NA,NA,NA,200,750
424,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,750,NA,25.9-32.7,25.9,32.7,NA,NA,NA,200,750
424,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,750,NA,25.9-32.7,25.9,32.7,NA,NA,NA,200,750
424,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,750,NA,25.9-32.7,25.9,32.7,NA,NA,NA,200,750
435,Rich,specific conductivity,sea salt,sea salt,uS/cm,µS/cm,0,19900,sudden,21.4,21.4,NA,NA,NA,NA,0,19900
435,Rich,specific conductivity,sea salt,sea salt,uS/cm,µS/cm,0,19900,sudden,21.4,21.4,NA,NA,NA,NA,0,19900
435,Rich,specific conductivity,sea salt,sea salt,uS/cm,µS/cm,0,19900,sudden,21.4,21.4,NA,NA,NA,NA,0,19900
435,Rich,specific conductivity,sea salt,sea salt,uS/cm,µS/cm,0,19900,sudden,21.4,21.4,NA,NA,NA,NA,0,19900
435,Rich,specific conductivity,sea salt,sea salt,uS/cm,µS/cm,0,19900,sudden,21.4,21.4,NA,NA,NA,NA,0,19900
435,Rich,specific conductivity,sea salt,sea salt,uS/cm,µS/cm,0,19900,sudden,21.4,21.4,NA,NA,NA,NA,0,19900
437,Sally,specific conductivity,Calcium carbonate,CaCO3,uS/cm,µS/cm,104.6,320.3,NA,NA,NA,NA,NA,NA,NA,104.6,320.3
438,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,20,81,NA,25.6-27.9,25.6,27.9,NA,NA,NA,20,81
438,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,20,81,NA,25.6-27.9,25.6,27.9,NA,NA,NA,20,81
438,Sally,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,20,81,NA,25.6-27.9,25.6,27.9,NA,NA,NA,20,81
446,Jo,specific conductivity,Conductivity,Conductivity,umho/cm,Âµmho/cm,29,302,NA,18.6-19.2,18.6,19.2,NA,NA,NA,29,302
446,Jo,specific conductivity,Conductivity,Conductivity,umho/cm,Âµmho/cm,29,302,NA,18.6-19.2,18.6,19.2,NA,NA,NA,29,302
446,Jo,specific conductivity,Conductivity,Conductivity,umho/cm,Âµmho/cm,29,302,NA,18.6-19.2,18.6,19.2,NA,NA,NA,29,302
446,Jo,specific conductivity,Conductivity,Conductivity,umho/cm,Âµmho/cm,29,302,NA,18.6-19.2,18.6,19.2,NA,NA,NA,29,302
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
447,Abigail,base conductivity,NaCl,NaCl,mS/cm,mS/cm,0.27,2.86,NA,20,20,NA,NA,NA,NA,270,2860
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
448,Abigail,specific conductivity,Conductivity,Conductivity,mS/cm,mS/cm,5.3,20.1,NA,19.4,19.4,NA,NA,NA,NA,5300,20100
452,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,10,1.00E+05,NA,NA,NA,NA,NA,NA,NA,10,1.00E+05
452,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,10,1.00E+05,NA,NA,NA,NA,NA,NA,NA,10,1.00E+05
452,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,10,1.00E+05,NA,NA,NA,NA,NA,NA,NA,10,1.00E+05
452,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,10,1.00E+05,NA,NA,NA,NA,NA,NA,NA,10,1.00E+05
452,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,10,1.00E+05,NA,NA,NA,NA,NA,NA,NA,10,1.00E+05
452,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,10,1.00E+05,NA,NA,NA,NA,NA,NA,NA,10,1.00E+05
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Rich,specific conductivity,conductivity,Conductivity,mg/L,mg/L,24,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,0,3000,NA,18 - 20,18,20,NA,NA,NA,0,3000
456,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,0,3000,NA,18 - 20,18,20,NA,NA,NA,0,3000
456,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,0,3000,NA,18 - 20,18,20,NA,NA,NA,0,3000
456,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,0,3000,NA,18 - 20,18,20,NA,NA,NA,0,3000
456,Rich,specific conductivity,sodium chloride,NaCl,uS/cm,µS/cm,0,3000,NA,18 - 20,18,20,NA,NA,NA,0,3000
459,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
459,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
459,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
459,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
459,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
459,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
459,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,200,5000,NA,NA,NA,NA,NA,NA,NA,200,5000
462,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,3,60.7,NA,NA,NA,NA,NA,NA,NA,3000,60700
462,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,3,60.7,NA,NA,NA,NA,NA,NA,NA,3000,60700
462,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,3,60.7,NA,NA,NA,NA,NA,NA,NA,3000,60700
462,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,3,60.7,NA,NA,NA,NA,NA,NA,NA,3000,60700
462,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,3,60.7,NA,NA,NA,NA,NA,NA,NA,3000,60700
462,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,3,60.7,NA,NA,NA,NA,NA,NA,NA,3000,60700
462,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,3,60.7,NA,NA,NA,NA,NA,NA,NA,3000,60700
462,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,3,60.7,NA,NA,NA,NA,NA,NA,NA,3000,60700
462,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,3,60.7,NA,NA,NA,NA,NA,NA,NA,3000,60700
463,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99,22.83,NA,NA,NA,468,1710
463,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99,22.83,NA,NA,NA,468,1710
463,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99,22.83,NA,NA,NA,468,1710
463,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99,22.83,NA,NA,NA,468,1710
463,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99,22.83,NA,NA,NA,468,1710
465,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,415,5600,NA,4.4 - 20.9,4.4,20.9,NA,NA,NA,415,5600
465,Rich,specific conductivity,conductivity (potassium),Conductivity,uS/cm,µS/cm,650,9900,NA,4.4 - 20.9,4.4,20.9,NA,Potassium,NA,650,9900
465,Rich,specific conductivity,conductivity (sodium),Conductivity,uS/cm,µS/cm,670,8400,NA,4.4 - 20.9,4.4,20.9,NA,conductivity (sodium),NA,670,8400
470,Sally,specific conductivity,conductivity,Conductivity,umho/cm,Âµmho/cm,25,1670,NA,NA,NA,NA,NA,NA,NA,25,1670
470,Sally,specific conductivity,conductivity,Conductivity,umho/cm,Âµmho/cm,25,1670,NA,NA,NA,NA,NA,NA,NA,25,1670
472,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,160,298,NA,12.10 - 31.54,12.1,31.54,NA,NA,NA,160,298
472,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,160,298,NA,12.10 - 31.54,12.1,31.54,NA,NA,NA,160,298
472,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,160,298,NA,12.10 - 31.54,12.1,31.54,NA,NA,NA,160,298
472,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,160,298,NA,12.10 - 31.54,12.1,31.54,NA,NA,NA,160,298
472,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,160,298,NA,12.10 - 31.54,12.1,31.54,NA,NA,NA,160,298
472,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,160,298,NA,12.10 - 31.54,12.1,31.54,NA,NA,NA,160,298
472,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,160,298,NA,12.10 - 31.54,12.1,31.54,NA,NA,NA,160,298
474,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1090,18600
474,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1090,18600
474,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1090,18600
474,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1090,18600
474,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1090,18600
474,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1090,18600
474,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1090,18600
474,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1090,18600
474,Rich,specific conductivity,conductivity,Conductivity,mS/cm,mS/cm,1.09,18.6,NA,NA,NA,NA,NA,NA,NA,1090,18600
475,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,15,722,NA,13.8-27.3,13.8,27.3,NA,NA,NA,15,722
475,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,15,722,NA,13.8-27.3,13.8,27.3,NA,NA,NA,15,722
478,Lucy,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400
478,Lucy,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400
478,Lucy,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400
478,Lucy,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400
478,Lucy,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400
478,Lucy,specific conductivity,Conductivity,Conductivity,uS/cm,µS/cm,220,42400,NA,NA,NA,NA,NA,NA,NA,220,42400
480,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925
480,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925
480,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925
480,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925
480,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925
480,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925
480,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,734,925,NA,14.9 - 16.2,14.9,16.2,NA,NA,NA,734,925
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
482,Rich,specific conductivity,conductivity,Conductivity,uS/cm,µS/cm,23.3,69.5,NA,20-30.6,20,30.6,NA,NA,NA,23.3,69.5
