DataID,RefID,Reviewer,Focal: Salt/Ion type (if known) OR Conductivity,Units for salt concentration_original,Minimum concentration_original,Maximum concentration_original,Rate of change in salt (if applicaple),Temperature (C),TempSingleValue/Min,TempMax,Measurement,MeasurementNotes,TempNotes,TempPlusMinus
2437,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2438,376,Rich,conductivity,mS cm−1,0,6.5,sudden,20,20,NA,Conductivity,NA,NA,NA
2439,376,Rich,conductivity,mS cm−1,0,22.5,sudden,20,20,NA,Conductivity,NA,NA,NA
2440,376,Rich,conductivity,mS cm−1,0,22.5,sudden,20,20,NA,Conductivity,NA,NA,NA
2441,376,Rich,conductivity,mS cm−1,0,22.5,sudden,20,20,NA,Conductivity,NA,NA,NA
2442,376,Rich,conductivity,mS cm−1,0,22.5,sudden,20,20,NA,Conductivity,NA,NA,NA
2443,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2444,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2445,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2446,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2447,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2448,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2449,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2450,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2451,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2452,376,Rich,conductivity,mS cm−1,not given,not given,sudden,20,20,NA,Conductivity,NA,NA,NA
2453,463,Rich,conductivity,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99 , 22.83,Conductivity,NA,NA,NA
2454,463,Rich,conductivity,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99 , 22.83,Conductivity,NA,NA,NA
2455,463,Rich,conductivity,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99 , 22.83,Conductivity,NA,NA,NA
2456,463,Rich,conductivity,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99 , 22.83,Conductivity,NA,NA,NA
2457,463,Rich,conductivity,mS/cm,0.468,1.71,NA,14.99 - 22.83,14.99 , 22.83,Conductivity,NA,NA,NA
2458,230,Abigail,Conductivity,mS/cm,0.05,30,NA,25,25,NA,Conductivity,NA,NA,NA
2459,257,Sally,conductivity,mS/cm,<1,>3.4,NA,NA,NA,NA,Conductivity,NA,NA,NA
2460,271,Lucy,Conductivity,mS/cm,5.5,76,NA,20,20,NA,Conductivity,NA,NA,NA
2461,271,Lucy,Conductivity,mS/cm,5.5,76,NA,20,20,NA,Conductivity,NA,NA,NA
2462,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2463,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2464,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2465,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2466,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2467,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2468,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2469,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2470,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2471,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2472,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2473,282,Abigail,Electrical Conductivity,mS/cm,not given,not given,NA,18-20,18,20,Conductivity,NA,NA,NA
2474,562,Rich,conductivity,mS/cm,0,41,NA,20,20,NA,Conductivity,NA,NA,NA
2475,562,Rich,conductivity,mS/cm,0,41,NA,20,20,NA,Conductivity,NA,NA,NA
2476,562,Rich,Ocean Nature,mS/cm,0,30,NA,20,20,NA,Ocean Nature,NA,NA,NA
2477,562,Rich,NaCl,mS/cm,0,30,NA,20,20,NA,NaCl,NA,NA,NA
2478,562,Rich,Na2SO4,mS/cm,0,30,NA,20,20,NA,Na2SO4,NA,NA,NA
2479,562,Rich,NaCl,mS/cm,0,30,NA,20,20,NA,NaCl,NA,NA,NA
2480,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2481,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2482,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2483,115,Joshua,Conductivity,mS/cm,0.025,0.55,NA,20.75-22.25,20.75,22.25,Conductivity,NA,NA,NA
2484,115,Joshua,Conductivity,mS/cm,0.025,0.55,NA,20.75-22.25,20.75,22.25,Conductivity,NA,NA,NA
2485,115,Joshua,Conductivity,mS/cm,0.025,0.55,NA,20.75-22.25,20.75,22.25,Conductivity,NA,NA,NA
2486,402,Amber,Conductivity,mS/cm,7.3,33.7,NA,21-32,21,32,Conductivity,NA,NA,NA
2487,402,Amber,Conductivity,mS/cm,7.3,33.7,NA,21-32,21,32,Conductivity,NA,NA,NA
2488,462,Rich,conductivity,mS/cm,3,60.7,NA,NA,NA,NA,Conductivity,NA,NA,NA
2489,462,Rich,conductivity,mS/cm,3,60.7,NA,NA,NA,NA,Conductivity,NA,NA,NA
2490,462,Rich,conductivity,mS/cm,3,60.7,NA,NA,NA,NA,Conductivity,NA,NA,NA
2491,462,Rich,conductivity,mS/cm,3,60.7,NA,NA,NA,NA,Conductivity,NA,NA,NA
2492,462,Rich,conductivity,mS/cm,3,60.7,NA,NA,NA,NA,Conductivity,NA,NA,NA
2493,462,Rich,conductivity,mS/cm,3,60.7,NA,NA,NA,NA,Conductivity,NA,NA,NA
2494,462,Rich,conductivity,mS/cm,3,60.7,NA,NA,NA,NA,Conductivity,NA,NA,NA
2495,462,Rich,conductivity,mS/cm,3,60.7,NA,NA,NA,NA,Conductivity,NA,NA,NA
2496,462,Rich,conductivity,mS/cm,3,60.7,NA,NA,NA,NA,Conductivity,NA,NA,NA
2497,33,Lucy,Conductivity,mS/cm,0.088,0.276,NA,20.02-24.6,20.02,24.6,Conductivity,NA,NA,NA
2498,33,Lucy,Conductivity,mS/cm,0.088,0.276,NA,20.02-24.5,20.02,24.5,Conductivity,NA,NA,NA
2499,51,Lucy,Conductivity,mS/cm,10.5,62.6,NA,25 (conductivity corrected for 25),25,NA,Conductivity,NA,NA,NA
2500,51,Lucy,Conductivity,mS/cm,10.5,62.6,NA,25 (conductivity corrected for 25),25,NA,Conductivity,NA,NA,NA
2501,51,Lucy,Conductivity,mS/cm,10.5,62.6,NA,25 (conductivity corrected for 25),25,NA,Conductivity,NA,NA,NA
2502,51,Lucy,Conductivity,mS/cm,10.5,62.6,NA,25 (conductivity corrected for 25),25,NA,Conductivity,NA,NA,NA
2503,55,Abigail,Conductivity,mS/cm,1.5,5,NA,10.3-11.1,10.3,11.1,Conductivity,NA,NA,NA
2504,55,Abigail,Conductivity,mS/cm,1.5,5,NA,10.3-11.1,10.3,11.1,Conductivity,NA,NA,NA
2505,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2506,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2507,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2508,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2509,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2510,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2511,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2512,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2513,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2514,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2515,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2516,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2517,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2518,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2519,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2520,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2521,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2522,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2523,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2524,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2525,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2526,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2527,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2528,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2529,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2530,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2531,69,Abigail,Salinity,mS/cm,NA,NA,NA,20-25,20,25,Salinity,NA,NA,NA
2532,81,Sally,conductivity,mS/cm,21.9,82.3,NA,NA,NA,NA,Conductivity,NA,NA,NA
2533,81,Sally,conductivity,mS/cm,21.9,82.3,NA,NA,NA,NA,Conductivity,NA,NA,NA
2534,81,Sally,conductivity,mS/cm,21.9,82.3,NA,NA,NA,NA,Conductivity,NA,NA,NA
2535,81,Sally,conductivity,mS/cm,21.9,82.3,NA,NA,NA,NA,Conductivity,NA,NA,NA
2536,81,Sally,conductivity,mS/cm,21.9,82.3,NA,NA,NA,NA,Conductivity,NA,NA,NA
2537,81,Sally,conductivity,mS/cm,21.9,82.3,NA,NA,NA,NA,Conductivity,NA,NA,NA
2538,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2539,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2540,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2541,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2542,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2543,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2544,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2545,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2546,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2547,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2548,112,Abigail,Conductivity,mS/cm,0,80,NA,NA,NA,NA,Conductivity,NA,NA,NA
2549,135,Abigail,Conductivity,mS/cm,0.1,192,NA,NA,NA,NA,Conductivity,NA,NA,NA
2550,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2551,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2552,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2553,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2554,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2555,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2556,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2557,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2558,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2559,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2560,219,Abigail,Conductivity,mS/cm,0,35,NA,25,25,NA,Conductivity,NA,NA,NA
2561,220,Abigail,Conductivity,mS/cm,0.03,36,NA,20,20,NA,Conductivity,NA,NA,NA
2562,220,Abigail,Conductivity,mS/cm,0.03,50,NA,20,20,NA,Conductivity,NA,NA,NA
2563,220,Abigail,Conductivity,mS/cm,0.03,36,NA,20,20,NA,Conductivity,NA,NA,NA
2564,220,Abigail,Conductivity,mS/cm,0.03,36,NA,20,20,NA,Conductivity,NA,NA,NA
2565,221,Abigail,Conductivity,mS/cm,0.05,30,NA,25,25,NA,Conductivity,NA,NA,NA
2566,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2567,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2568,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2569,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2570,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2571,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2572,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2573,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2574,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2575,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2576,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2577,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2578,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2579,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2580,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2581,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2582,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2583,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2584,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2585,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2586,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2587,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2588,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2589,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2590,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2591,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2592,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2593,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2594,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2595,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2596,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2597,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2598,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2599,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2600,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2601,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2602,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2603,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2604,222,Lucy,Conductivity,mS/cm,1.7,46,not specified,20 (+-2),20 ,2,Conductivity,NA,NA,NA
2605,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2606,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2607,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2608,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2609,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2610,229,Abigail,Conductivity,mS/cm,0.1,30,NA,NA,NA,NA,Conductivity,NA,NA,NA
2611,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2612,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2613,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2614,229,Abigail,Conductivity,mS/cm,0.1,30,NA,NA,NA,NA,Conductivity,NA,NA,NA
2615,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2616,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2617,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2618,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2619,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2620,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2621,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2622,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2623,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2624,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2625,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2626,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2627,229,Abigail,Conductivity,mS/cm,0.1,30,NA,NA,NA,NA,Conductivity,NA,NA,NA
2628,229,Abigail,Conductivity,mS/cm,0.1,30,NA,NA,NA,NA,Conductivity,NA,NA,NA
2629,229,Abigail,Conductivity,mS/cm,0.1,30,NA,NA,NA,NA,Conductivity,NA,NA,NA
2630,229,Abigail,Conductivity,mS/cm,0.1,30,NA,NA,NA,NA,Conductivity,NA,NA,NA
2631,229,Abigail,Conductivity,mS/cm,0.1,30,NA,NA,NA,NA,Conductivity,NA,NA,NA
2632,229,Abigail,Conductivity,mS/cm,0.1,30,NA,NA,NA,NA,Conductivity,NA,NA,NA
2633,229,Abigail,Conductivity,mS/cm,0.1,30,NA,NA,NA,NA,Conductivity,NA,NA,NA
2634,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2635,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2636,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2637,229,Abigail,Conductivity,mS/cm,0.1,20,NA,NA,NA,NA,Conductivity,NA,NA,NA
2638,230,Abigail,Conductivity,mS/cm,0.05,30,NA,25,25,NA,Conductivity,NA,NA,NA
2639,230,Abigail,Conductivity,mS/cm,0.05,30,NA,25,25,NA,Conductivity,NA,NA,NA
2640,230,Abigail,Conductivity,mS/cm,0.05,30,NA,25,25,NA,Conductivity,NA,NA,NA
2641,230,Abigail,Conductivity,mS/cm,0.05,30,NA,25,25,NA,Conductivity,NA,NA,NA
2642,230,Abigail,Conductivity,mS/cm,0.05,30,NA,25,25,NA,Conductivity,NA,NA,NA
2643,230,Abigail,Conductivity,mS/cm,0.05,30,NA,25,25,NA,Conductivity,NA,NA,NA
2644,230,Abigail,Conductivity,mS/cm,0.05,30,NA,25,25,NA,Conductivity,NA,NA,NA
2645,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2646,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2647,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2648,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2649,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2650,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2651,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2652,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2653,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2654,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2655,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2656,231,Abigail,Conductivity/Turbidity,mS/cm,0.05,35.5,NA,25,25,NA,Conductivity/Turbidity,NA,NA,NA
2657,268,Rich,sodium chloride,mS/cm,0.1,15,NA,15,15,NA,NaCl,NA,NA,NA
2658,268,Rich,sodium chloride,mS/cm,0.07,5,NA,15,15,NA,NaCl,NA,NA,NA
2659,268,Rich,sodium chloride,mS/cm,0.62,15,NA,15,15,NA,NaCl,NA,NA,NA
2660,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
2661,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
2662,268,Rich,sodium chloride,mS/cm,0.1,15,NA,15,15,NA,NaCl,NA,NA,NA
2663,268,Rich,sodium chloride,mS/cm,0.62,15,NA,15,15,NA,NaCl,NA,NA,NA
2664,268,Rich,sodium chloride,mS/cm,0.07,5,NA,15,15,NA,NaCl,NA,NA,NA
2665,268,Rich,sodium chloride,mS/cm,0.07,5,NA,15,15,NA,NaCl,NA,NA,NA
2666,268,Rich,sodium chloride,mS/cm,0.1,15,NA,15,15,NA,NaCl,NA,NA,NA
2667,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
2668,268,Rich,sodium chloride,mS/cm,0.62,15,NA,15,15,NA,NaCl,NA,NA,NA
2669,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
2670,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
2671,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
2672,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
2673,268,Rich,sodium chloride,mS/cm,0.1,15,NA,15,15,NA,NaCl,NA,NA,NA
2674,268,Rich,sodium chloride,mS/cm,0.07,5,NA,15,15,NA,NaCl,NA,NA,NA
2675,268,Rich,sodium chloride,mS/cm,0.62,15,NA,15,15,NA,NaCl,NA,NA,NA
2676,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
2677,268,Rich,sodium chloride,mS/cm,0.62,15,NA,15,15,NA,NaCl,NA,NA,NA
2678,268,Rich,sodium chloride,mS/cm,0.07,5,NA,15,15,NA,NaCl,NA,NA,NA
2679,268,Rich,sodium chloride,mS/cm,0.1,15,NA,15,15,NA,NaCl,NA,NA,NA
2680,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
2681,268,Rich,sodium chloride,mS/cm,0.62,15,NA,15,15,NA,NaCl,NA,NA,NA
2682,268,Rich,sodium chloride,mS/cm,0.1,15,NA,15,15,NA,NaCl,NA,NA,NA
2683,268,Rich,sodium chloride,mS/cm,0.07,5,NA,15,15,NA,NaCl,NA,NA,NA
2684,268,Rich,sodium chloride,mS/cm,0.15,25,NA,21,21,NA,NaCl,NA,NA,NA
