"","DataID","RefID","Reviewer","Focal: Salt/Ion type (if known) OR Conductivity","Measurement","Units for salt concentration_original","SaltUnits","Minimum concentration_original","Maximum concentration_original","Rate of change in salt (if applicaple)","Temperature (C)","TempSingleValue/Min","TempMax","TempPlusMinus","MeasurementNotes","TempNotes","min.cond.corr.uScm","max.cond.corr.uScm"
"1197",5154,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1198",5155,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1199",5156,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1200",5157,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1201",5158,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1202",5159,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1203",5160,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1204",5161,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1205",5162,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1206",5163,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1207",5164,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1208",5165,482,"Rich","conductivity","Conductivity","uS/cm","µS/cm",23.3,69.5,NA,"20-30.6","20","30.6",NA,NA,NA,23.3,69.5
"1209",5166,485,"Rich","conductivity","Conductivity","uS/cm","µS/cm",12.47,195.2,NA,"18.9-22.2","18.9","22.2",NA,NA,NA,12.47,195.2
"1210",5167,485,"Rich","conductivity","Conductivity","uS/cm","µS/cm",12.47,195.2,NA,"18.9-22.2","18.9","22.2",NA,NA,NA,12.47,195.2
"1211",5168,485,"Rich","conductivity","Conductivity","uS/cm","µS/cm",12.47,195.2,NA,"18.9-22.2","18.9","22.2",NA,NA,NA,12.47,195.2
"1212",5169,485,"Rich","conductivity","Conductivity","uS/cm","µS/cm",12.47,195.2,NA,"18.9-22.2","18.9","22.2",NA,NA,NA,12.47,195.2
"1213",5170,508,"Joshua","conductivity","Conductivity","uS/cm","µS/cm",NA,6500,NA,NA,NA,NA,NA,NA,NA,NA,6500
"1214",5171,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1215",5172,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1216",5173,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1217",5174,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1218",5175,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1219",5176,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1220",5177,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1221",5178,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1222",5179,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1223",5180,522,"Rich","Magnesium chloride","MgCl2","uS/cm","µS/cm",52.7,1551,NA,"16.4","16.4",NA,NA,NA,NA,52.7,1551
"1224",5181,555,"Rich","NaCl","NaCl","uS/cm","µS/cm",49.7,165.1,NA,"8.8-9.3","8.8","9.3",NA,NA,NA,49.7,165.1
"1225",5182,555,"Rich","NaCl","NaCl","uS/cm","µS/cm",49.7,198,NA,"8.8-9.3","8.8","9.3",NA,NA,NA,49.7,198
"1226",5183,555,"Rich","NaCl","NaCl","uS/cm","µS/cm",49.7,198,NA,"8.8-9.3","8.8","9.3",NA,NA,NA,49.7,198
"1227",5184,555,"Rich","NaCl","NaCl","uS/cm","µS/cm",49.7,165.1,NA,"8.8-9.3","8.8","9.3",NA,NA,NA,49.7,165.1
"1228",5185,555,"Rich","NaCl","NaCl","uS/cm","µS/cm",49.7,165.1,NA,"8.8-9.3","8.8","9.3",NA,NA,NA,49.7,165.1
"1229",5186,555,"Rich","NaCl","NaCl","uS/cm","µS/cm",49.7,165.1,NA,"8.8-9.3","8.8","9.3",NA,NA,NA,49.7,165.1
"1230",5187,555,"Rich","NaCl","NaCl","uS/cm","µS/cm",49.7,165.1,NA,"8.8-9.3","8.8","9.3",NA,NA,NA,49.7,165.1
"1231",5188,31,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",25,970,NA,"10.9-17.5","10.9","17.5",NA,NA,NA,25,970
"1232",5189,31,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",25,970,NA,"10.9-17.5","10.9","17.5",NA,NA,NA,25,970
"1233",5190,31,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",25,970,NA,"10.9-17.5","10.9","17.5",NA,NA,NA,25,970
"1234",5191,31,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",25,970,NA,"10.9-17.5","10.9","17.5",NA,NA,NA,25,970
"1235",5192,31,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",25,970,NA,"10.9-17.5","10.9","17.5",NA,NA,NA,25,970
"1236",5193,31,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",25,970,NA,"10.9-17.5","10.9","17.5",NA,NA,NA,25,970
"1237",5194,31,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",25,970,NA,"10.9-17.5","10.9","17.5",NA,NA,NA,25,970
"1238",5195,47,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
"1239",5196,47,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
"1240",5197,47,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
"1241",5198,47,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
"1242",5199,47,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
"1243",5200,47,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
"1244",5201,47,"Abigail","conductivity","Conductivity","uS/cm","µS/cm",458,7240,NA,NA,NA,NA,NA,NA,NA,458,7240
"1245",5202,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1246",5203,45,"Joshua","Conductivity","Conductivity","us/cm","µS/cm",940,2890,NA,"12.8-26.8","12.8","26.8",NA,NA,NA,940,2890
"1247",5204,147,"Sally","conductivity","Conductivity","uS/cm","µS/cm",39,79,NA,NA,NA,NA,NA,NA,NA,39,79
"1248",5205,148,"Sally","conductivity","Conductivity","uS/cm","µS/cm",36,309,NA,NA,NA,NA,NA,NA,NA,36,309
"1249",5206,174,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",230,5521,NA,NA,NA,NA,NA,NA,NA,230,5521
"1250",5207,174,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",230,5521,NA,NA,NA,NA,NA,NA,NA,230,5521
"1251",5208,189,"Sally","conductivity","Conductivity","uS/cm","µS/cm",50,200,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"varied among streams",50,200
"1252",5209,189,"Sally","conductivity","Conductivity","uS/cm","µS/cm",50,200,NA,"Multiple, See TempNotes","Multiple, See TempNotes",NA,NA,NA,"varied among streams",50,200
"1253",5210,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1254",5211,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1255",5212,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1256",5213,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1257",5214,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1258",5215,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1259",5216,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1260",5217,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1261",5218,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1262",5219,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1263",5220,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1264",5221,200,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",21.3,1172.13,NA,NA,NA,NA,NA,NA,NA,21.3,1172.13
"1265",5222,208,"Rich","conductivity","Conductivity","uS/cm","µS/cm",196,308,NA,"20 -29","20","29",NA,NA,NA,196,308
"1266",5223,323,"Sally","conductivity","Conductivity","uS/cm","µS/cm",4.1,236.5,NA,NA,NA,NA,NA,NA,NA,4.1,236.5
"1267",5224,329,"Sally","conductivity","Conductivity","uS/cm","µS/cm",297,587,NA,"24.75-27.45","24.75","27.45",NA,NA,NA,297,587
"1268",5225,329,"Sally","conductivity","Conductivity","uS/cm","µS/cm",297,587,NA,"24.75-27.45","24.75","27.45",NA,NA,NA,297,587
"1269",5226,331,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",44.47,92.8,NA,"23-27","23","27",NA,NA,NA,44.47,92.8
"1270",5227,331,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",44.47,92.8,NA,"23-27","23","27",NA,NA,NA,44.47,92.8
"1271",5228,331,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",44.47,92.8,NA,"23-27","23","27",NA,NA,NA,44.47,92.8
"1272",5229,331,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",44.47,92.8,NA,"23-27","23","27",NA,NA,NA,44.47,92.8
"1273",5230,331,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",44.47,92.8,NA,"23-27","23","27",NA,NA,NA,44.47,92.8
"1274",5231,331,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",44.47,92.8,NA,"23-27","23","27",NA,NA,NA,44.47,92.8
"1275",5232,336,"Rich","Conductivity","Conductivity","uS/cm","µS/cm",28.7,136.5,NA,"3.5 - 16","3.5","16",NA,NA,NA,28.7,136.5
"1276",5233,336,"Rich","Conductivity","Conductivity","uS/cm","µS/cm",28.7,136.5,NA,"3.5 - 16","3.5","16",NA,NA,NA,28.7,136.5
"1277",5234,336,"Rich","Conductivity","Conductivity","uS/cm","µS/cm",28.7,136.5,NA,"3.5 - 16","3.5","16",NA,NA,NA,28.7,136.5
"1278",5235,338,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",21.3,171.6,NA,NA,NA,NA,NA,NA,NA,21.3,171.6
"1279",5236,338,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",21.3,171.6,NA,NA,NA,NA,NA,NA,NA,21.3,171.6
"1280",5237,338,"Jo","Conductivity","Conductivity","uS/cm","µS/cm",21.3,171.6,NA,NA,NA,NA,NA,NA,NA,21.3,171.6
"1281",5238,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282",5239,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283",5240,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1284",5241,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285",5242,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286",5243,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1287",5244,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288",5245,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289",5246,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1290",5247,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1291",5248,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292",5249,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1293",5250,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294",5251,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295",5252,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296",5253,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297",5254,343,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298",5255,345,"Rich","conductivity","Conductivity","uS/cm","µS/cm",117.47,169.63,NA,"26.2 - 30.1","26.2","30.1",NA,NA,NA,117.47,169.63
"1299",5256,348,"Rich","conductivity","Conductivity","uS/cm","µS/cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300",5257,49,"Sally","Conductivity","Conductivity","uS/cm","µS/cm",270.7,1358.7,NA,NA,NA,NA,NA,NA,NA,270.7,1358.7
"1301",5258,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,431,NA,"16.9-21","16.9","21",NA,NA,NA,357,431
"1302",5259,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,431,NA,"16.9-21","16.9","21",NA,NA,NA,357,431
"1303",5260,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,431,NA,"16.9-21","16.9","21",NA,NA,NA,357,431
"1304",5261,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,431,NA,"16.9-21","16.9","21",NA,NA,NA,357,431
"1305",5262,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,431,NA,"16.9-21","16.9","21",NA,NA,NA,357,431
"1306",5263,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,431,NA,"16.9-21","16.9","21",NA,NA,NA,357,431
"1307",5264,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,431,NA,"16.9-21","16.9","21",NA,NA,NA,357,431
"1308",5265,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,431,NA,"16.9-21","16.9","21",NA,NA,NA,357,431
"1309",5266,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,431,NA,"16.9-21","16.9","21",NA,NA,NA,357,431
"1310",5267,178,"Carl","conductivity","Conductivity","uS/cm","µS/cm",357,1071,NA,"16.9-21","16.9","21",NA,NA,NA,357,1071
"1311",5268,179,"Carl","Na, K, HCO3 are dominant","Na, K, HCO3 are dominant","uS/cm","µS/cm",108,246,NA,"16-32","16","32",NA,NA,"ambient range",108,246
"1312",5269,179,"Carl","Na, K, HCO3 are dominant","Na, K, HCO3 are dominant","uS/cm","µS/cm",108,246,NA,"16-32","16","32",NA,NA,"ambient range",108,246
"1313",5270,193,"Carl","conductivity","Conductivity","uS/cm","µS/cm",37,130,NA,"ambient","Ambient",NA,NA,NA,NA,37,130
"1314",5271,194,"Carl","conductivity","Conductivity","uS/cm","µS/cm",550,850,NA,"ambient","Ambient",NA,NA,NA,NA,550,850
"1315",5272,194,"Carl","conductivity","Conductivity","uS/cm","µS/cm",550,850,NA,"ambient","Ambient",NA,NA,NA,NA,550,850
"1316",5273,194,"Carl","conductivity","Conductivity","uS/cm","µS/cm",550,850,NA,"ambient","Ambient",NA,NA,NA,NA,550,850
"1317",5274,194,"Carl","conductivity","Conductivity","uS/cm","µS/cm",550,850,NA,"ambient","Ambient",NA,NA,NA,NA,550,850
"1318",5275,205,"Carl","Conductivity","Conductivity","uS/cm","µS/cm",68,85.5,NA,"ambient","Ambient",NA,NA,NA,NA,68,85.5
"1319",5276,205,"Carl","Conductivity","Conductivity","uS/cm","µS/cm",68,85.5,NA,"ambient","Ambient",NA,NA,NA,NA,68,85.5
"1320",5277,205,"Carl","Conductivity","Conductivity","uS/cm","µS/cm",68,85.5,NA,"ambient","Ambient",NA,NA,NA,NA,68,85.5
"1321",5278,205,"Carl","Conductivity","Conductivity","uS/cm","µS/cm",68,85.5,NA,"ambient","Ambient",NA,NA,NA,NA,68,85.5
"1322",5279,205,"Carl","Conductivity","Conductivity","uS/cm","µS/cm",68,85.5,NA,"ambient","Ambient",NA,NA,NA,NA,68,85.5
"1323",5280,208,"Rich","conductivity","Conductivity","uS/cm","µS/cm",196,308,NA,"20 -29","20","29",NA,NA,NA,196,308
"1324",5281,208,"Rich","conductivity","Conductivity","uS/cm","µS/cm",196,308,NA,"20 -29","20","29",NA,NA,NA,196,308
"1325",5282,208,"Rich","conductivity","Conductivity","uS/cm","µS/cm",196,308,NA,"20 -29","20","29",NA,NA,NA,196,308
"1326",5283,213,"Carl","NaCl","NaCl","uS/cm","µS/cm",300,3000,NA,"18","18",NA,NA,NA,NA,300,3000
"1327",5284,213,"Carl","NaCl","NaCl","uS/cm","µS/cm",300,3000,NA,"18","18",NA,NA,NA,NA,300,3000
"1328",5285,213,"Carl","NaCl","NaCl","uS/cm","µS/cm",300,3000,NA,"18","18",NA,NA,NA,NA,300,3000
"1329",5286,213,"Carl","NaCl","NaCl","uS/cm","µS/cm",300,3000,NA,"18","18",NA,NA,NA,NA,300,3000
"1330",5287,213,"Carl","NaCl","NaCl","uS/cm","µS/cm",300,3000,NA,"18","18",NA,NA,NA,NA,300,3000
"1331",5288,238,"Abigail","Conductivity","Conductivity","uS/cm","µS/cm",277,3422,NA,NA,NA,NA,NA,NA,NA,277,3422
"1332",5289,270,"Carl","conductivity: Ca Mg HCO3 SO4 dominant","Conductivity","uS/cm","µS/cm",200,600,NA,"ambient","Ambient",NA,NA,"conductivity: Ca Mg HCO3 SO4 dominant",NA,200,600
"1333",5290,305,"Sally","conductivity","Conductivity","uS/cm","µS/cm",645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
"1334",5291,305,"Sally","conductivity","Conductivity","uS/cm","µS/cm",645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
"1335",5292,305,"Sally","conductivity","Conductivity","uS/cm","µS/cm",645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
"1336",5293,305,"Sally","conductivity","Conductivity","uS/cm","µS/cm",645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
"1337",5294,305,"Sally","conductivity","Conductivity","uS/cm","µS/cm",645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
"1338",5295,305,"Sally","conductivity","Conductivity","uS/cm","µS/cm",645,3134,NA,NA,NA,NA,NA,NA,NA,645,3134
"1339",5296,318,"Abigail","Conductivity","Conductivity","uS/cm","µS/cm",6,125,NA,NA,NA,NA,NA,NA,NA,6,125
"1340",5297,318,"Abigail","Conductivity","Conductivity","uS/cm","µS/cm",6,125,NA,NA,NA,NA,NA,NA,NA,6,125
"1341",5298,369,"Abigail","Conductivity","Conductivity","uS/cm","µS/cm",32,63,NA,NA,NA,NA,NA,NA,NA,32,63
"1342",5299,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",105,205,"4 days at each level",NA,NA,NA,NA,NA,NA,105,205
"1343",5300,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",110,195,"4 days at each level",NA,NA,NA,NA,NA,NA,110,195
"1344",5301,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",108,205,"4 days at each level",NA,NA,NA,NA,NA,NA,108,205
"1345",5302,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",195,375,"4 days at each level",NA,NA,NA,NA,NA,NA,195,375
"1346",5303,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",110,195,"4 days at each level",NA,NA,NA,NA,NA,NA,110,195
"1347",5304,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",105,205,"4 days at each level",NA,NA,NA,NA,NA,NA,105,205
"1348",5305,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",101,190,"4 days at each level",NA,NA,NA,NA,NA,NA,101,190
"1349",5306,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",105,205,"4 days at each level",NA,NA,NA,NA,NA,NA,105,205
"1350",5307,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",108,205,"4 days at each level",NA,NA,NA,NA,NA,NA,108,205
"1351",5308,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",195,375,"4 days at each level",NA,NA,NA,NA,NA,NA,195,375
"1352",5309,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",101,190,"4 days at each level",NA,NA,NA,NA,NA,NA,101,190
"1353",5310,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",101,190,"4 days at each level",NA,NA,NA,NA,NA,NA,101,190
"1354",5311,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",110,195,"4 days at each level",NA,NA,NA,NA,NA,NA,110,195
"1355",5312,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",108,205,"4 days at each level",NA,NA,NA,NA,NA,NA,108,205
"1356",5313,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",195,375,"4 days at each level",NA,NA,NA,NA,NA,NA,195,375
"1357",5314,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",50,800,"4 days at each level",NA,NA,NA,NA,NA,NA,50,800
"1358",5315,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",50,800,"4 days at each level",NA,NA,NA,NA,NA,NA,50,800
"1359",5316,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",50,800,"4 days at each level",NA,NA,NA,NA,NA,NA,50,800
"1360",5317,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",101,359,"4 days at each level",NA,NA,NA,NA,NA,NA,101,359
"1361",5318,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",101,359,"4 days at each level",NA,NA,NA,NA,NA,NA,101,359
"1362",5319,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",50,800,"4 days at each level",NA,NA,NA,NA,NA,NA,50,800
"1363",5320,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",101,359,"4 days at each level",NA,NA,NA,NA,NA,NA,101,359
"1364",5321,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",50,800,"4 days at each level",NA,NA,NA,NA,NA,NA,50,800
"1365",5322,377,"Rich","conductivity","Conductivity","uS/cm","µS/cm",50,800,"4 days at each level",NA,NA,NA,NA,NA,NA,50,800
"1366",5323,383,"Rich","conductivity (synthetic sea salt,
Ocean Nature)","Conductivity","uS/cm","µS/cm",0,5000,"sudden","20","20",NA,NA,"Synthetic sea salt. Ocean Nature",NA,0,5000
"1367",5324,383,"Rich","conductivity (synthetic sea salt,
Ocean Nature)","Conductivity","uS/cm","µS/cm",0,5000,"sudden","20","20",NA,NA,"Synthetic sea salt. Ocean Nature",NA,0,5000
"1368",5325,383,"Rich","conductivity (synthetic sea salt,
Ocean Nature)","Conductivity","uS/cm","µS/cm",0,3000,"sudden","20","20",NA,NA,"Synthetic sea salt. Ocean Nature",NA,0,3000
"1369",5326,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1370",5327,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1371",5328,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1372",5329,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1373",5330,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1374",5331,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1375",5332,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1376",5333,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1377",5334,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1378",5335,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1379",5336,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1380",5337,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1381",5338,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
"1382",5339,411,"Rich","conductivity","Conductivity","uS/cm","µS/cm",140,3090,NA,"29-Jul","29","Jul",NA,NA,NA,140,3090
